id|aufgabe02|aufgabe03
38740|Körner, Christian Gottfried|Körner, Christian Gottfried (1756-1831) 
43296|Bülow, Ludwig Friedrich Viktor Hans Graf von|Bülow, Ludwig Friedrich Viktor #1+Hans#1- (seit 1810/16:) Graf von (1774-1825) 
44462|Ludecus, Johann Wilhelm Karl|Ludecus, Johann #1+Wilhelm#1- Karl (1768-1854) 
45833|Ziegler, Friedrich Julius Wilhelm
40250|Peters, Karl Friedrich|Peters, Karl Friedrich (1779-1827) 
43633|Fischer, Karl Gottlieb|Karl ^%^%Fischer
51230|Mittler, Johann Georg
50536|Hartknoch, Karl Eduard|Karl Eduard ^%^%Hartknoch
36473|Coudray, Klemens Wenzeslaus|Coudray, #1+Klemens#1- #1+Wenzeslaus#1- Franz Joseph (1775-1845) 
44984|Roux, Jakob Wilhelm Christian|Roux, #1+Jakob#1- Wilhelm Christian (1771-1830) 
42728|Winter, Christian Friedrich
46039|Cottasche Buchhandlung|Cottasche Buchhandlung, J. G. (Cottasche Buchhandlung) 
51200|Schöne, Karl Christian Ludwig|Schöne, #1+Karl#1- Christian Ludwig (1779-1824) 
45320|Seidler, Karoline Sophie Luise|Seidler, Karoline Sophie #1+Luise#1- (1786-1866) 
51721|Roederer, G. S. (? G. F. oder J. S.)
41228|Schmidt, Friedrich Ludwig|Schmidt, Friedrich Ludwig (1772-1841) 
35737|Beulwitz, Friedrich Wilhelm Ludwig von|Friedrich Wilhelm Ludwig von ^%^%Beulwitz
44102|Hundeshagen, Helfrich Bernhard|Hundeshagen, Helfrich #1+Bernhard#1- (1784-1858) 
51410|Meynier, Ludwig Friedrich Wilhelm
51302|Löffelholz von Colberg, Anna Elisabeth Sophie
42549|Weimar, Landes-Industrie-Comptoir in
43246|Brentano, Franz Dominikus Maria Joseph|Brentano, #1+Franz#1- Dominikus Maria Joseph (1765-1844) 
45180|Schmidt, Philipp Nikolaus|Schmidt, Philipp #1+Nikolaus#1- (1750-1823) 
5596|Rossmäßler, Johann Friedrich
46348|Kropf, Joseph Andreas von
50259|Eckl, Klemens|Eckl (Eckel), Raphael #1+Klemens#1- (eigentl. Joseph Raphael; Ordensname: Klemens) (1789-1831) 
43018|Auersperg, Joseph Graf von und zu|Auersperg, Karl Johann Nepomuk Ernst #1+Joseph#1- (Joseph Kajetan) Graf von und zu (1767/69-1829) 
36828|Eckermann, Johann Peter|Eckermann, Johann Peter (1792-1854) 
36839|Eger, Zollamt (Unterzeichner: Johann Hubl)|Zollamt ^%^%Eger
61288|Hubl, Johann|brf-
35860|? Böhme, Johann August|Johann August ^%^%Böhme
45399|Stein, Gottlob Friedrich Konstantin von|Stein (S.-Kochberg), Gottlob #1+Friedrich#1- (Fritz) Konstantin von (1772-1844) 
51893|Schmid, Georg
53768|Frege, Christian Gottlob|Frege, Christian Gottlob (III) (1778-1855) 
45779|Wolff, Pius Alexander|Wolff (eigentl. Wolf), #1+Pius#1- Joseph #1+Alexander#1- Alois Xaver a Sta. Cruce Ignaz (1782-1828) 
66971|Nicht ermittelt
39116|Leske, Karl Wilhelm
44996|Ruhl, Julius Eugen
52050|Will, Gebrüder|Will, Gebrüder 
50762|Jena, Redaktion der Isis
51635|Ritter, Martin Eduard
43270|Bruckmann, Georg Peter|Peter ^%^%Bruckmann
49318|Oelsnitz, Karl Eduard von der
44268|Körner, Johann Christian Friedrich|Körner, Johann Christian #1+Friedrich#1- (1778-1847) 
43928|Hasenclever, Kornelia Henriette Franziska|Hasenclever, Kornelia #1+Henriette#1- Franziska, geb. Schlosser (1781-1851) 
44227|Klenze, Leo|Klenze, Franz Leopold (#1+Leo#1-) Karl (seit 1822/33:) von (1784-1864) 
43000|Arnim, Bettina von|Arnim, Katharina Elisabeth (#1+Bettina#1-, #1+Bettine#1-) Ludovika Magdalena von, geb. Brentano (1785-1859) 
56751|Jacobi, Johann August
44025|Heun, Johann Gottlieb Samuel Karl|Heun, Johann Gottlieb Samuel #1+Karl#1- (Ps. Heinrich Clauren) (1771-1854) 
51124|Rellstab, Heinrich Friedrich Ludwig
51713|Schilling, Wilhelm Heinrich von
46877|Alberti, Johann Karl|Johann Karl ^%^%Alberti
49237|Meier, Christian Ernst
44541|Mendelssohn Bartholdy, Abraham|Mendelssohn Bartholdy (bis 1812: Mendelssohn), #1+Abraham#1- Ernst (1776-1835) 
44845|Primavesi, Johann Georg|Primavesi, Johann #1+Georg#1- (Georg Anton) (1774-1855) 
36510|Cruickshank, Jakob Ignaz von|Jakob Ignaz von ^%^%Cruickshank
51977|Stapfer, Frédéric Albert Alexandre|Stapfer, Frédéric #1+Albert#1- Alexandre (1802-1892) 
50601|Lichtenstein, Ludwig August Karl von
51683|Seeliger, Christian Ehrenfried
45814|Zelter, Dorothea (Doris) Auguste Cäcilie|Zelter, Dorothea (#1+Doris#1-) Auguste Cäcilie (1792-1852) 
50496|Heine, Heinrich|Heinrich ^%^%Heine
51424|Pictet, Adolphe
45355|Spangenberg, Johann Christian Jakob
41462|Schweigger, Johann Salomo Christoph|Schweigger, Johann Salomo Christoph (1779-1857) 
47067|Manso, Edmund Theodor
43969|Henning, Leopold von|Henning (H. genannt von Schönhoff), #1+Leopold#1- August Wilhelm Dorotheus von (1791-1866) 
45149|Schlosser, Christian Friedrich|Schlosser, #1+Christian#1- Friedrich (1782-1829) 
39939|Neeff, Christian Ernst
43791|Goetze, Johann Georg Paul|Goetze, Johann Georg #1+Paul#1- (eigentl. Johann Paul August G.) (1761-1835) 
35411|Bachmann, Karl Friedrich|Bachmann, Karl Friedrich (1784-1855) 
50557|Harder, Karl von|Karl ^%^%Harder
36140|Buchon, Jean Alexandre C.|Jean Alexandre ^%^%Buchon
36001|Brandes, Simon Rudolf|Brandes, Simon #1+Rudolf#1- (1795-1842) 
43722|Genast, Karoline Christine
39616|Meyer, Christian Ludwig
49296|Chwostow, Dmitrij Iwanowitsch Graf|Graf Dmitrij ^%^%Chwostow
38250|Howard, Luke
50552|Harzen, Georg Ernst|Ernst ^%^%Harzen
50086|Welz, Anna Katharina|Welz, Anna Katharina, geb. Friedel (1753-1833) 
56691|Bürde, Friedrich Leopold|Friedrich Leopold ^%^%Bürde
51781|Shukowski, Wassili Andrejewitsch|Shukowski, Wassili Andrejewitsch (1783-1852) 
44544|Mendelssohn Bartholdy, Felix|Mendelssohn Bartholdy (bis 1812: Mendelssohn), Jakob Ludwig #1+Felix#1- (1809-1847) 
45263|Schwab, Gustav
45514|Tieck, Johann Ludwig|Tieck, Johann #1+Ludwig#1- (1773-1853) 
51632|Richter, Christian Heinrich
21394|Oertel, Eucharius Ferdinand Christian
45382|Staff, Karl August Wilhelm Heinrich Hermann von|Staff, Karl August Wilhelm Heinrich #1+Hermann#1- von, (seit 1825:) S. genannt von Reitzenstein (1792-1867) 
51641|Ritgen, Ferdinand August Maria Franz
51138|Knatz, Heinrich Jakob Karl
43739|Gersdorff, Ernst Christian August von|Gersdorff, #1+Ernst#1- Christian #1+August#1- von (1781-1852) 
35726|Bethmann, Simon Moritz von|Bethmann, Simon #1+Moritz#1- (seit 1808:) von (1768-1826) 
44271|Körte, Friedrich Heinrich Wilhelm|Körte, Friedrich Heinrich #1+Wilhelm#1- (1776-1846) 
46929|Broesigke, Ulrike Elisabeth von|Broesigke, #1+Ulrike#1- Elisabeth von, geb. von Löwenklau (1769-1829) 
41114|Schelver, Franz Joseph|Schelver, Franz Joseph (1778-1832) 
44997|Ruhl, Ludwig Sigismund
43287|Budberg, Otto Christoph von|Budberg (B.-Bönninghausen), #1+Otto#1- Christoph von (1771-1857) 
5233|Preller, Ernst Christian Johann Friedrich|Preller, Ernst Christian Johann #1+Friedrich#1- d. Ä. (1804-1878) 
50731|Hinrichs, Hermann Friedrich Wilhelm|Hinrichs, Hermann Friedrich Wilhelm (1794-1861) 
38597|Kirms, Franz|Kirms, Franz (1750-1826) 
45890|Arnemann, Martin August|August ^%^%Arnemann
46646|Sasse, Michael
35981|Bowring, John|John ^%^%Bowring
45240|Schütz, Christian Wilhelm von|Schütz, Christian #1+Wilhelm#1- (seit 1803:) von (genannt S.-Lacrimas) (1776-1847) 
43955|Helldorff, Karl Heinrich Anton von
45561|Ukert, Friedrich August|Ukert (Uckert), #1+Friedrich#1- August (1780-1851) 
50961|Kapp, Johann Georg Christian
45725|Weyrauch, August Heinrich von
47289|Weyrauch, Sophie von
51877|Schmid, Eduard Oskar
44155|John, Johann August Friedrich|John, #1+Johann#1- August Friedrich (1794-1854) 
50735|Hohenzollern-Sigmaringen, Karl Anton Friedrich Meinrad Fidelis Erbprinz von|Hohenzollern-Sigmaringen, #1+Karl#1- Anton Friedrich Meinrad Fidelis Erbprinz von (1785-1853) 
51557|Addicks, Barbara|Barbara ^%^%Addicks
58411|Lobanow-Rostowskij, Alexander Jakowlewitsch Fürst
43382|Cotta, Johann Heinrich|Heinrich ^%^%Cotta
39232|Lößl, Ignaz|Lößl, Ignaz (1782-1849) 
51634|Rießner, Friedrich Gottlob
49786|Meyer, Ernst Heinrich Friedrich|Meyer, #1+Ernst#1- Heinrich Friedrich (1791-1858) 
35351|Arnold, Johann Georg Daniel|Daniel ^%^%Arnold
37695|Güldenapfel, Georg Gottlieb|Güldenapfel, Georg Gottlieb (auch: Johann Gottlieb G.) (1776-1826) 
66972|Nicht ermittelt
66973|Nicht ermittelt
45243|Schütze, Johann Stephan|Schütze, Johann #1+Stephan#1- (1771-1839) 
50584|Heusinger, Karl Friedrich|Heusinger, Karl Friedrich (eigentl. Johann Christian Friedrich Karl) (seit 1876:) von (1792-1883) 
44476|Macháček, Simeon Karel
58734|Ompteda, Friederike Christiane Elisabeth von
43688|Frommann, Alwina (Albina) Sophia
51464|Meurer & Baumann|Meurer & Baumann 
51437|Metzlersche Buchhandlung
43204|Bothmer, Georg Gottlieb Ernst Karl Graf von|Bothmer, #1+Georg#1- Gottlieb Ernst Karl (seit 1817:) Graf von (Ps. Gallus) (1802-1823) 
50178|Graffunder, Alfred Karl Ludwig Eberhard Jobst
44443|Loos, Gottfried Bernhard|Loos, #1+Gottfried#1- Bernhard (1773-1843) 
45425|Stock, Esther Maria Margarete|Stock, #1+Esther#1- Maria Margarete, geb. Moritz (1755-1825) 
43120|Berzelius, Jöns Jacob von|Berzelius, Jöns #1+Jacob#1- (seit 1818:) von (1779-1848) 
43765|Goebel, Karl Christoph Traugott Friedemann|Goebel, Karl Christoph Traugott #1+Friedemann#1- (1794-1851) 
46734|Soret, Frédéric Jacob|Soret, #1+Frédéric#1- Jacob (1795-1865) 
50940|Jena, Deputation der Universität zu Anordnung der Lenzischen Jubelfeier (Unterzeichner: Johann Traugott Leberecht Danz, Karl Wilhelm Stark und Wilhelm Karl Friedrich Succow)|Jena, Universität, Deputation zu Anordnung der Lenzischen Jubelfeier 
36557|Danz, Johann Traugott Leberecht|Danz, Johann Traugott Leb(e)recht (1769-1851) 
41712|Stark, Karl Wilhelm|Stark (Starcke), Karl Wilhelm (1787-1845) 
41899|Succow, Wilhelm Karl Friedrich|Succow (Suckow), Wilhelm Karl Friedrich (1770-1848) 
48315|Bernstorff, Auguste Luise Gräfin von|Bernstorff, #1+Auguste#1- Luise Gräfin von, geb. Gräfin zu Stolberg-Stolberg (1753-1835) 
50587|Heidelberg, Friedrich Wilhelm Gerhard
50702|Heinroth, Johann Christian August
50556|Harnier, Kaspar Ludwig Simon Eduard|Ludwig ^%^%Harnier
51553|Platzmann (C. Platzmann Söhne)
44993|Rückert, Johann Michael Friedrich
45171|Schmidt, Christian Friedrich
46880|Andreä, Gebrüder|Gebrüder ^%^%Andreä
51816|Schaller, Gottlob Ferdinand
47221|Wagener, Julius Christian
42393|Waagen, Gustav Friedrich
42281|Verlohren, Heinrich Ludwig|Verlohren, Heinrich Ludwig (1753-1832) 
45771|Wolf, Friedrich August|Wolf, Christian Wilhelm #1+Friedrich#1- #1+August#1- (1759-1824) 
44514|Max, Joseph Elias|Max, #1+Joseph#1- Elias (1787-1873) 
45258|Schumann, Johann Christoph Wilhelm
50310|Fikentscher, Georg Friedrich Christian|Fikentscher, Georg #1+Friedrich#1- #1+Christian#1- (1799-1864) 
50378|Natterer, Joseph|Natterer, Joseph (1786-1852) 
51354|Mayer, Johann Friedrich|Mayer, Johann Friedrich (1747-1826) 
51271|Langheinrich, Johann Gottlieb|Langheinrich, Johann Gottlieb (1777-1849) 
35188||Joachim Andreas Georg ^%^%Abraham
42955||Christian ^%^%Ackermann
42956||Ackermann, #1+Ernst#1- Christian #1+Wilhelm#1- (1761-1835) 
35204||Ackermann, Maria Anna (Anna Maria), geb. Schumann (um 1757-1830) 
42958||Friedrich ^%^%Adelung
35213||Adrian, Johann Valentin (1793-1864) 
35214||Christian Gottlieb ^%^%Aehnelt
42959||Ahlefeld (Ahlefeldt), #1+Charlotte#1- Elisabeth Sophie Luise Wilhelmine von, geb. von Seebach (1777-1849) 
47246||Ferdinand ^%^%Alander
35228||Lyceum ^%^%Albany
35230||Anton ^%^%Albers
42961||Albers, Johann #1+Abraham#1- (1772-1821) 
35231||Johann Christoph ^%^%Albers & Söhne
35239||Wilhelmine ^%^%Alberti
42964||Johann ^%^%Albrecht
42965||Sophie ^%^%Albrecht
35260||Alopaeus (Alopeus), David Maximowitsch (Franz David) (seit 1808:) Graf (1769-1831) 
46879||Konrad ^%^%Altenhöfer
42967||Althann, Michael #1+Franz#1- Graf von (1760-1817) 
35267||Anna ^%^%Altmutter
42970||Eduard d'^%^%Alton d. J.
35269||Johann Kaspar ^%^%Altorfer
42972||Ludwig von ^%^%Alvensleben
42973||Friedrich ^%^%Amberger
45868||^%^%Ammon und Caspart
35287||Jakob ^%^%Amor
35289||Karoline ^%^%Amor
42976||Karl ^%^%Amsberg
35305||Christian Ernst ^%^%Anger
45875||^%^%Anger & Co.
42983||Herzog Alexius von ^%^%Anhalt-Bernburg
42985||Anhalt-Dessau, #1+Leopold#1- III. Friedrich Franz Herzog von (1740-1817) 
42986||Herzog Leopold IV. von ^%^%Anhalt-Dessau
42989||Herzog Ferdinand von ^%^%Anhalt-Köthen
46881||brf-
42991||David von ^%^%Apell
35324||Wilhelm Karl ^%^%Appelius
42994||brf-
42995||Aretin, Johann #1+Christoph#1- Anton Maria Franz Xaver von (1772-1824) 
42997||Vicomte Victor d'^%^%Arlincourt
42998||Karl ^%^%Armbruster
43007||Arnold, #1+Ernst#1- Sigismund (1792-1840) 
35350||Ignaz Kajetan Theodor Ferdinand ^%^%Arnold
46882||Luise ^%^%Arnold
43010||Ludwig von ^%^%Arnswald
35358||Artaria, Domenico (1765-1823) 
35364||Martin Heinrich ^%^%Arvelius
46883||Friedrich Balthasar ^%^%Asmus
43014||Friedrich ^%^%Ast
35371||Thomas Witlam ^%^%Atkinson
35372||Louis Jean Marie ^%^%Atoch
35374||Aubert de Vitry, François Jean Philibert (1765-1849) 
35391||Sarah ^%^%Austin
35393||Autenrieth, Johann (Hermann) Heinrich #1+Ferdinand#1- (seit 1818:) von (1772-1835) 
43022||Konrad ^%^%Babst
35404||Friedrich August ^%^%Bach
35405||Nikolaus ^%^%Bach
61988||J. P. ^%^%Bachem
35410||Gottlob ^%^%Bachmann
45905||Sophie ^%^%Bachmann
43025||Gräfin Karoline ^%^%Bachoff von Echt
35417||nam1 Großherzog Ludwig I. von ^%^%Baden
35420||Gustav ^%^%Badewitz
35422||Geeorg Nikolaus ^%^%Bärmann
35424||Adolf ^%^%Bäuerle
35435||Gottlieb Christian ^%^%Baldamus
46884||Friedrich Wilhelm ^%^%Balthasar
35444||George ^%^%Bancroft
35445||Susanne von ^%^%Bandemer
48345||Rutger ^%^%Bangeman
45913||^%^%Bansa
43039||Viktorie ^%^%Bansa
35462||Barclay de Tolly, #1+Andreas#1- Otto Heinrich (Andrej Iwanowitsch) (1788-1847) 
43042||Henriette von ^%^%Bardeleben
43043||Bardua, Marie #1+Karoline#1- (1781-1864) 
46887||Karl Friedrich ^%^%Bartels
35476||Christian Karl ^%^%Barth
35479||Barth, Johann August (1765-1818) 
46888||Gottlieb ^%^%Bartholdi
35486||Jakob Ludwig ^%^%Bartholdy
35487||Johann Georg ^%^%Bartholmä
35495||^%^%Bary (de) & Emerich
43051||Adelheid von ^%^%Bassewitz
67662||brf-
35504||Gesellschaft der Künste und Wissenschaften ^%^%Batavia
43053||Batsch, August Johann Georg #1+Karl#1- (1761-1802) 
43060||Amalie ^%^%Batsch
35511||Karl Friedrich ^%^%Baudius
43064||Baumann, #1+Franz#1- Sebastian Gottfried (1793-1872) 
35522||Friedrich ^%^%Baumann
35526||Johann Georg ^%^%Baumbach
43065||Baumbach, #1+Karl#1- Ludwig Friedrich August von (1772-1844) 
35527||Konrad Johann Alexander ^%^%Baumbach
35529||Adam Friedrich Gotthelf ^%^%Baumgärtner
35530||Albrecht Heinrich ^%^%Baumgaertner
35534||Ludwig Friedrich Otto ^%^%Baumgarten-Crusius
35535||Eduard ^%^%Baumstark
35536||Anna Maria ^%^%Baureis
43066||Theophilus ^%^%Bayer
43068||Bayern, #1+Ludwig#1- Karl August König von (1786-1868) 
36588||Edme de ^%^%Bays
43070||Beaulieu-Marconnay, #1+Henriette#1- Sophie Franziska Friederike Albertine von, geb. von und zu Egloffstein, gesch. Gräfin von und zu Egloffstein (1773-1864) 
43072||Wilhelm von ^%^%Beaulieu-Marconnay
46892||Friedrich Christian Benjamin ^%^%Bechstedt
43073||Bechtolsheim, #1+Juliane#1- (Julie) Auguste Christiane von Mauchenheim genannt [B.], geb. von Keller (1753-1847) 
35555||Friedrich ^%^%Beck
43078||Heinrich ^%^%Beck
43080||Hans ^%^%Beck
80161||Karl ^%^%Becké
45932||Ferdinand Wilhelm ^%^%Becker
35560||Gottfried Wilhelm ^%^%Becker
43085||Becker (eigentl. von Blumenthal), Johann #1+Heinrich#1- Christian Ludwig (1764-1822) 
35566||Becker, Karl Wilhelm (1772-1830) 
43086||Karoline ^%^%Becker
35570||W. ^%^%Becker
35571||Becker, #1+Wilhelm#1- #1+Gottlieb#1- Ernst (1753-1813) 
43087||^%^%Becksche Buchhandlung
35573||Heinrich ^%^%Beer
35574||Michael ^%^%Beer
35576||Beethoven, Ludwig van (1770-1827) 
492||Begas (bis 1825: Begasse), Joseph #1+Karl#1- (1794-1854) 
35577||Friedrich ^%^%Begemann
35582||Behrendt, Christian Friedrich (um 1765-1838) 
45938||August Wilhelm ^%^%Beise
35604||^%^%Beltz
43096||Christian ^%^%Benda
35609||Bendixen, Siegfried Detlev (1786-1864) 
35610||Benecke, Georg Friedrich (1762-1844) 
35612||Michaelis ^%^%Benedix
35613||Friedrich Eduard ^%^%Beneke
35616||Karl Friedrich ^%^%Benkowitz
35618||^%^%Bennet
35621||Johann Georg von ^%^%Bentheim
43098||Bentzel-Sternau (Benzel-S.), #1+Christian#1- Ernst Karl (seit 1790:) Graf von (1767-1849) 
43100||Christian ^%^%Bercht
35632||Berczy, Albert Wilhelm (eigentl. Johann Albrecht Ulrich Moll, auch Wilhelm Albrecht Ulrich [von] Moll, später William B. d. Ä.) (1744-1813) 
43101||Amélie ^%^%Berczy
35638||Benjamin ^%^%Beresford
35642||Berg, Karoline Friederike (Sophie #1+Karoline#1-) von, geb. von Haeseler (1760-1826) 
56132||^%^%Berger
35648||Johann Erich von ^%^%Berger
52637||Franois ^%^%Berger
35659||Johann Adam ^%^%Bergk
35660||Joseph ^%^%Bergler
35662||Gottlob Heinrich ^%^%Bergmann
50404||Beringer, David (1756-1821) 
35665||J. C. H. ^%^%Berisse de
35668||Gottlob von ^%^%Berlepsch
43107||Graf Joseph von ^%^%Berlichingen
35678||Berlin, Geheime Kanzlei im preußischen Ministerium des Innern, Abteilung für Gewerbe
35679||Gesellschaft von Freunden ^%^%Berlin
35682||Lithographisches Institut ^%^%Berlin
35675||Luisenstädtischer Wohltätigkeitsverein ^%^%Berlin
35676||Neue Berlinische Musikhandlung ^%^%Berlin
35684||Berlin, Preußische Akademie der Künste und mechanischen Wissenschaften
35685||Preußische Generalordenskommission ^%^%Berlin
35686||Realschulbuchhandlung ^%^%Berlin
35677||Vorsteherschaft der Singakademie ^%^%Berlin
35687||Berlin, Studierende zu 
35680||Theaterkommission ^%^%Berlin
22800||Hector ^%^%Berlioz
43109||Karl Peter ^%^%Berly
35689||Peter ^%^%Bernard
35691||Landesregierung ^%^%Bernburg
43110||Theodor ^%^%Bernd
35699||Bernoully, Anton (1767-1830) 
35702||Georg Heinrich ^%^%Bernstein
35703||Johann Gottlob ^%^%Bernstein
35705||Gräfin Charitas Emilie ^%^%Bernstorff
43113||Bernstorff, #1+Christian#1- Günter Graf von (1769-1835) 
62411||Friedrich Alexander ^%^%Bernus
43114||Beroldingen, #1+Joseph#1- Anton Siegmund von (1738-1816) 
35706||Graf Joseph Ignaz von ^%^%Beroldingen
46901||William Windsor ^%^%Berry
35707||brf-
35710||Louise ^%^%Bertin
35713||^%^%Bertram
43116||Henriette ^%^%Bertuch
35716||Bertuch, Karl (1777-1815) 
35719||Johann Andreas von ^%^%Beseler
43121||Karl ^%^%Besseldt
43123||Bethmann, #1+Friederike#1- Auguste Konradine (eigeentl. Christiana Friederika Konradina), geb. Flittner, (1782:) genannt oder adopt. Großmann, gesch. Unzelmann (1768-1815) 
35724||Gebrüder ^%^%Bethmann
43126||August ^%^%Bethmann-Hollweg
35732||Bethmann-Metzler (bis 1769: Metzler), Peter Heinrich (seit 1776:) von (1744-1800) 
43130||August Karl von ^%^%Beulwitz
35739||Beust, Ernst August Graf von (1783-1859) 
43135||Graf Leopold ^%^%Beust
43136||Beust, #1+Karl#1- Leopold Graf von (1780-1849) 
43138||Gräfin Philippine ^%^%Beust
43139||Beuth, Christian #1+Peter#1- Wilhelm Friedrich (1781-1853) 
43140||Beuther, #1+Friedrich#1- Christian Philipp (1777-1856) 
35746||Beyer, Friedrich Günther (1768-1832) 
35750||August ^%^%Beyfus
43141||Bibra, #1+Karl#1- Friedrich Wilhelm Gottlob (auch: Ludwig Karl Gottlob) von (1770-1842) 
35757||Karoline Luise von ^%^%Bibra
35762||Detlev Friedrich ^%^%Bielfeld
35764||Juliana ^%^%Bielke
35763||Bielke, Friedrich (Friderich) Wilhelm von (1780-1850) 
35766||Gottlob ^%^%Bierey
35767||Christian ^%^%Bierlich
35768||Johann Erich ^%^%Biester
45943||brf-
62129||brf-
46905||Biondi Perelli, Filippo (1764-um 1834) 
46906||James ^%^%Birch
43144||Michael ^%^%Birnbaum
43145||Prinz Gustav ^%^%Biron
46907||Karl Heinrich ^%^%Bischoff
58791||^%^%Bischoff de St. Alban
35784||Johann Rudolf von ^%^%Bischoffwerder
43150||Ludwig von ^%^%Bismark
35786||Bitaubé, Paul Jérémie (Jeremias) (1732-1808) 
46909||Alexander ^%^%Black
46910||Blaeser (Blaiser), Johann Christoph (Christian) (gest. nach 1843) 
43152||Christian Moritz ^%^%Blaesing
35789||Adolph Noel ^%^%Blanchard
35792||Barbara ^%^%Blank
43156||Graf Georg ^%^%Blankensee
43158||Ehrenfried ^%^%Blochmann
35801||Justus Ludewig ^%^%Blöcker
35803||Gottlob ^%^%Bloede
43159||Friederike von ^%^%Blomberg
35806||Joseph Emanuel de ^%^%Blonay
35812||Blümner, Heinrich (1765-1839) 
46911||Gottlieb ^%^%Blüthner
35813||Matthias Joseph ^%^%Bluff
60212||Ludwig von ^%^%Blum
35820||Karl ^%^%Blumauer
46912||August ^%^%Blume
35823||Karl Ludwig ^%^%Blume
35824||Georg Heinrich Wilhelm ^%^%Blumenbach
35828||Wilhelm von ^%^%Blumenstein
43170||Friedrich ^%^%Bobrik
43171||Wilhelm ^%^%Bobrik
43172||Franz ^%^%Bock
35839||Johann ^%^%Bockeld
35842||Bode (Bodé), Charlotte #1+Karoline#1- Adamine Luise von (um 1759-1828) 
43173||August ^%^%Bode
43174||Boden, Wilhelm #1+August#1- (1808-1871) 
46916||Heinrich ^%^%Bodmer
35848||Johann Friedrich ^%^%Böber
35849||Boeckmann, Johann Lorenz (1741-1802) 
35852||Johann Karl ^%^%Böhlendorf
35853||Kasimir Ulrich ^%^%Böhlendorff
35867||Georg Wilhelm ^%^%Böhmer
43176||Konrad Christian ^%^%Böhndel
35872||Johann ^%^%Böninger
35873||Johann Gottfried ^%^%Bönisch
35876||Ludwig ^%^%Börne
35879||Johann Andreas ^%^%Boerner
35880||Boerner, Karl Gustav (1790-1855) 
35883||Gottfried Heinrich ^%^%Böttcher
46918||Gottlob ^%^%Boettger
61716||brf-
35888||Böttiger, Karl August (1760-1835) 
43179||Karl Andreas von ^%^%Boguslawski
121950||nam? Amalia ^%^%Bohl (?)
35893||Georg Gottlob ^%^%Bohl
35896||Bohl, Johanne Susanne, geb. Eberhard(t) (1738-1806) 
43181||Sophie ^%^%Bohn
35902||Friedrich ^%^%Boie
43185||Boisserée, #1+Melchior#1- Hermann Joseph Georg (1786-1851) 
35914||Lewis ^%^%Bollmann
35916||Friedrich ^%^%Bolt
35919||Graf Ludwig von ^%^%Bombelles
35920||Karl Philipp ^%^%Bonafont
35923||Louis ^%^%Bonaparte
43187||Clemente ^%^%Bondi
75824||Leopoldina ^%^%Bonn
43190||Karl von ^%^%Bonstetten
35932||Franz ^%^%Bopp
35934||Borchardt, Nikolaus (Nikolai Iwanowitsch) (1797/98-1857) 
35935||Léon ^%^%Boré
43193||Gebrüder ^%^%Bornträger
35941||^%^%Borrosch
35942||Luzie Wilhelmine Marie von ^%^%Bosch
43194||David von ^%^%Bosch
35946||August ^%^%Bose
46920||Cecil von ^%^%Bose
35951||Friedrich Wilhelm ^%^%Bossann
46921||Johanna ^%^%Bosselinska
35961||Rudolfine von ^%^%Both
43202||Bothe, Georg #1+Friedrich#1- #1+Heinrich#1- (1772-1855) 
43207||Bovy, Jean François #1+Antoine#1- (1795-1877) 
35979||Jean Samuel ^%^%Bovy
43209||Albrecht von ^%^%Boyneburg
45983||Andreas ^%^%Brahl
47250||Minna ^%^%Brand
35999||Heinrich Wilhelm ^%^%Brandes
43218||Brandis, #1+Dietrich#1- Joachim (1762-1845) 
46924||nam Johann/Hans ^%^%Brandis
36002||Brandt, Henri François (1789-1845) 
45987||^%^%Bran'sche Buchhandlung
36008||Amalie ^%^%Braun
36010||Georg Christian ^%^%Braun
36012||Adam ^%^%Braun
36017||Karl Braun von ^%^%Braunthal
43230||Herzog Karl II. von ^%^%Braunschweig
36025||Auguste ^%^%Brede
36028||Gottfried Gabriel ^%^%Brede
36030||Brée, Mathieu Ignace van (1773-1839) 
36034||Johann Georg ^%^%Breidenstein
46925||Breinl, Karl, (seit 1835:) B. von Wallerstern (1770-1843) 
36036||Philipp Franz ^%^%Breitenbach
36039||Breitenbauch, Georg August von (1731-1817) 
46926||Chretienne von ^%^%Breitenbauch
43243||Breithaupt, Johann Friedrich #1+August#1- (1791-1873) 
36047||Breitkopf, Johann Gottlob Immanuel (1719-1794) 
62410||brf-
36053||Wilhelm ^%^%Brenner
43250||Georg ^%^%Brentano
43255||Brentano, #1+Klemens#1- Wenzel (Wenzeslaus) Maria (1778-1842) 
36054||Valeriano Lodovico ^%^%Brera
43263||Johann Wilhelm ^%^%Brewer
36063||brf-
43264||Ernst ^%^%Breyther
36065||Brière, Jean Louis Joseph (1796-1882) 
36067||Brinckmann (Brinkman), Karl Gustav von (1764-1847) 
43268||Brizzi, #1+Antonio#1- Giovanni Maria (1770-1854) 
36074||F. A. ^%^%Brockhaus
36075||Friedrich ^%^%Brockhaus
36077||Heinrich ^%^%Brockhaus
36080||Franz ^%^%Brodhag
36083||Bröndsted (Br#.ondsted, Bröndstedt), Peter Oluf (1780-1842) 
36084||Heinrich Karl Remigius ^%^%Brönner
36085||Johann Georg Arnold von ^%^%Brokes
36088||Jeannette ^%^%Brossard
36096||Thomas ^%^%Brown
