id|aufgabe02|aufgabe03
43987||Herder, Wilhelm Christian #1+Gottfried#1- (seit 1801:) von (1774-1806) 
62110||brf-
50706||brf-
38058||Hesler, Ernst Friedrich (1771-1822) 
44007||Heß, Johann Christian #1+Ludwig#1- (1776-1853) 
38070||Hesse, Ludwig Eugen (1792/93-1817) 
38071||Hesse, Ludwig Friedrich (1783-1867) 
44009||Hessen-Darmstadt, #1+Christian#1- Ludwig Landgraf von (1763-1830) 
44010||Hessen-Darmstadt, #1+Luise#1- Karoline Henriette Großherzogin von, geb. Prinzessin von Hessen-Darmstadt (1761-1829) 
38084||Hessen-Kassel, Wilhelm I. Kurfürst von (1743-1821) 
38091||Hetzler, Johann Ludwig (1753-1800) 
52068||brf-
44029||Heygendorff (bis 1809: Jagemann), Henriette #1+Karoline#1- Friederike von (1777-1848) 
38108||Heyne, Christian Gottlob (1729-1812) 
38113||Heynitz (Heinitz), Friedrich Anton von (1725-1802) 
38121||brf-
46262||^%^%Hiller
44041||Hirt, Alois (1759-1837) 
38136||Hitzig, Julius Eduard (bis 1799: Isaak Elias Itzig, seit 1808: Hitzig) (1780-1849) 
50721||Hobhouse, John Cam, (seit 1831:) 2. Baron H. of Broughton-Gifford, (seit 1851:) 1. Baron (Lord) Broughton of Broughton-de-Gyfford (1786-1869) 
38140||brf-
46995||Hoffmann, Christian (1794-1871) 
38162||Hoffmann, #1+Georg#1- #1+Franz#1- Friedrich (1761-1826) 
44057||Hoffmann, Johann #1+Wilhelm#1- (1777-1859) 
38172||Hoffmann, Joseph (1764-1812) 
38176||Hoffmann, Karl August (1756-1833) 
61721||brf-
38200||Holcroft, Thomas (1745-1809) 
60591||Hollmann, Hermann Georg (1787-1873) 
20510||Holtei, #1+Karl#1- Eduard von (1798-1880) 
38226||Horben (H. von Ringenberg), Franz von (um 1762/63-1832) 
38228||Hormayr (H. zu Hortenburg), Joseph von (1781/82-1848) 
38235||Horny, Johann #1+Konrad#1- (1764-1807) 
49752||Hotho, Heinrich Gustav (1802-1873) 
38244||Hottinger, Johann Jakob (1750-1819) 
44081||Huber, Maria Theresia (#1+Therese#1-) Wilhelmine, geb. Heyne, verw. Forster (1764-1829) 
38280||Hufeland, Gottlieb (1760-1817) 
38287||Hufnagel, Wilhelm Friedrich (1754-1830) 
44098||Humboldt, #1+Karoline#1- Friederike von, geb. von Dach(e)roeden (1766-1829) 
44101||Hummel, Johann #1+Erdmann#1- (1769-1852) 
44111||Huschke, Johann Friedrich #1+Karl#1- (1796-1883) 
38313||Huschke, Wilhelm Ernst Christian (1760-1828) 
38325||Iffland, August Wilhelm (1759-1814) 
61713||brf-
50510||Jacobi, #1+Auguste#1- Marie Karoline (1803-1856) 
44128||Jacobi, #1+Friedrich#1- (Fritz) Heinrich (seit 1808:) von (1743-1819) 
44131||Jacobi, Helene #1+Elisabeth#1- (Betty), geb. von Clermont (1743-1784) 
44138||Jacobi, Karl Wigand #1+Maximilian#1- (Max) (1775-1858) 
44142||Jacobs, Christian #1+Friedrich#1- Wilhelm (?) von (1764-1847) 
44145||brf-
38373||Jäger, Johann Michael (1787-1862) 
50810||Jakob, #1+Therese#1- Albertine Luise (seit 1816:) von (Ps. Talvj) (1797-1870) 
38382||Jakowlew, Lew Alexejewitsch (1764-1839) 
38367||brf-
47010||Jaraczewska, Ludwika Eleonora (#1+Laura#1-) Gräfin, geb. Bierzyńska (um 1780-1849) 
64060||Jasper, Johann Christoph (1777-1847) 
50941||Jena, Universität, Theologische Fakultät 
52119||William ^%^%Jerdan
50789||Jerrmann, Eduard (1798-1859) 
44154||John, Ernst #1+Karl#1- Christian (von Goethe Karl genannt) (1788-1856) 
50786||Jügel, #1+Karl#1- Christian (1783-1869) 
50807||Jüngken, Johann Christian (1793-1875) 
44157||brf-
61869||brf-
38444||Jung, Johann Heinrich (genannt J.-Stilling) (1740-1817) 
50778||Junker und Bigato (auch: Juncker und/von Bigatto; 1814 Namensvereinigung), #1+Klemens#1- Wenzel Kasimir von (1794-1876) 
44163||Kaaz (Katz), #1+Karl#1- Ludwig (1773-1810) 
49986||Kaiser, Adolf (1804-1861) 
44170||Kalb, #1+Charlotte#1- Sophie Juliane von, geb. Marschalk von Ostheim (1761-1843) 
44178||Kalisky, Gustav Friedrich #1+Karl#1- (Ps. Friedrich G.) (1791-1872) 
61868||brf-
38490||Kapp, Christian Erhard (1739-1824) 
38497||Karadžić, Vuk Stefanowić (Wuk Stephanowitsch Karadschitsch) (1787-1864) 
38507||Karsch, Anna Luisa, geb. Dürbach, gesch. Hirsekorn (1722-1791) 
38509||Karsten, Dietrich Ludwig Gustav (1768-1810) 
51261||Kassel, Ministerium der auswärtigen Angelegenheiten des Kurfürstentums Hessen 
44181||Kaufmann (Kauffmann), Johann #1+Peter#1- (1764-1829) 
3420||brf-
50996||Kawelin, Alexander Alexandrowitsch (1793-1850) 
38523||Kayser, Philipp Christoph (1755-1823) 
51019||Keitel, Christian Heinrich 
38539||Kelle, Karl Gottfried (1770-1843) 
61709||brf-
38549||Kerckhoff (Kerckhove, de Kirckhoff van der Warent), Joseph Romain Louis (seit ?:) de (1789-1867) 
44199||Kestner, #1+Charlotte#1- Sophie Henriette, geb. Buff (1753-1828) 
49583||Kestner, Georg #1+August#1- Christian (1777-1853) 
38559||Kestner, Johann #1+Christian#1- (Johann Georg Christian) (1741-1800) 
44203||Kestner, #1+Theodor#1- Friedrich Arnold (1779-1847) 
44205||Keverberg (K. de Kessel), #1+Charles#1- Louis Guillaume Joseph de (1768-1841) 
38576||Kieser, Dietrich Georg (1862:) von (1779-1862) 
51009||Kinnaird, #1+Douglas#1- James William (1788-1830) 
38596||brf-
51021||Klee, Gottlieb Friedrich #1+August#1- (1776-1850) 
38616||Klein, Anton (seit 1790:) von (1746-1810) 
44223||Kleist, Bernd #1+Heinrich#1- Wilhelm von (1777-1811) 
38664||Klopstock, Friedrich Gottlieb (1724-1803) 
62111||brf-
44245||Knebel, #1+Karl#1- Wilhelm von (1796-1861) 
44246||Knebel, #1+Luise#1- Dorothea Ulrike Emilie von, geb. Rudorf(f) (1777-1852) 
44248||Knebel, Magdalena #1+Henriette#1- (seit 1756:) von (1755-1813) 
38680||Kniep, Christoph Heinrich (1755-1825) 
38694||brf-
38700||Koch, Johann (Jean) (1777-1816) 
61771||brf-
38717||brf-
44275||Koethe, Agnes Silvia (#1+Sylvie#1-) Dorothea, geb. von Ziegesar (1785-1858) 
38746||Koethe, Friedrich August (1781-1850) 
62132||brf-
62131||brf-
44281||Kolbe, #1+Heinrich#1- Christoph (1771-1836) 
51182||Koller & Cahlmann 
38773||Koppenfels (bis 1754: Kob/Kobe), Johann Friedrich Kobe von (1738-1811) 
44287||Koppenfels, #1+Maria#1- Christiana Kobe von, geb. Kühn (1748-1810) 
44292||Kosegarten, Gotthard Ludwig (Theobul Ludwig) (1758-1818) 
44294||Kotzebue, Anna #1+Christiane#1-, geb. Krüger (1736-1828) 
44295||Kotzebue, #1+August#1- Friedrich Ferdinand (seit 1785:) von (1761-1819) 
38802||Krafft, Johann Friedrich (Ps.; eigentl. ? Feist) (gest. 1785) 
38805||Krako, Andreas Dietrich (genannt Einer) (gest. 1812) 
38807||Kranz (Crantz), Johann Friedrich (1752-1810) 
38812||Kraus, Georg Melchior (1737-1806) 
38816||Krause, Johann Christian Heinrich (1757-1828) 
44320||Krüger, Johann #1+Friedrich#1- Christian (1774-1843) 
38845||Krüger, #1+Karl#1- Friedrich (1765-1828) 
44325||Kruse, Friedrich #1+Leopold#1- (1766-1850) 
44326||Kügelgen, Franz #1+Gerhard#1- (seit 1802:) von (1772-1820) 
38861||Kühn, Gottlob Wilhelm Ernst (1772-1844) 
51252||Küster, Johann #1+Karl#1- Friedrich (1786-1860) 
44329||Küstner, Felix Ferdinand #1+Heinrich#1- (1778-1832) 
38884||brf-
47038||brf-
38888||Kummer, Paul Gotthelf (1750-1835) 
51139||Kunowski (Kunowsky), Georg Karl #1+Friedrich#1- (1786-1846) 
44336||Kurland, Anna Charlotte #1+Dorothea#1- Herzogin von, geb. (Gräfin) von Medem (1761-1821) 
38909||Lacépède, #1+Bernard#1- #1+Germain#1- Etienne de Laville (La Ville) Comte de (1756-1825) 
38914||Lämel (Lämmel), Leopold (seit 1811/12:) von (1788/90-1867) 
38916||Lämel (Lämmel), Simon (Selke) (seit 1811/12:) von (1766-1845) 
38929||La Garde (Delagarde, Lagarde), François Théodore de (1756-1824) 
44348||Lamezan (L.-Salins), #1+Ferdinand#1- Adrian von (1742-1817) 
44352||Langer, Johann #1+Peter#1- (seit 1808:) von (1756-1824) 
44353||Langer, Joseph #1+Robert#1- (1783-1846) 
38972||Langermann, Johann Gottfried (1768-1832) 
51270||Lappenberg, Johann Martin (1794-1865) 
44355||La Roche, Marie #1+Sophie#1- (seit 1775:) von, geb. Gutermann (seit 1741:) von Gutershofen (1730-1807) 
39033||Lavater, Johann Kaspar (1741-1801) 
39037||Lawrence, James Henry (Knight of Malta, Chevalier James L.) (1773-1840) 
47045||Lechner, Johann Jakob (um 1796-1851) 
39054||Lefebvre (Le Febvre, Le Fèvre), Piat et fils 
39059||brf-
51289||Lehmann, M. A. & Co. 
44371||Le Lorgne d'Ideville, Elisabeth #1+Louis#1- François (1780-1852) 
39093||Lenz, Jakob Michael Reinhold (1751-1792) 
44379||Leonhardi, Jakob #1+Friedrich#1- (seit 1791:) von (1778-1839) 
51274||Leroux, Jean Marie (1788-1870) 
44382||Lersé (Lerse, Lersee), #1+Franz#1- Christian (1749-1800) 
52108||brf-
50250||Francis ^%^%Leveson Gower
44384||Levetzow, #1+Amalie#1- Theodore Karoline von, geb. von Broesigke, gesch. von Levetzow (1788-1868) 
51286||Levetzow, Theodore #1+Ulrike#1- Sophie von (1804-1899) 
44385||Levezow, Jakob Andreas #1+Konrad#1- (1770-1835) 
44388||Lichnowsky, #1+Karl#1- Alois Johann Nepomuk Vinzenz Leonhard Fürst (1761-1814) 
39150||Lichtenberg, Georg Christoph (1742-1799) 
44392||Lichtenstein, #1+Martin#1- #1+H(e)inrich#1- Karl (1780-1857) 
39166||Liebich, Johann #1+Karl#1- (1773-1816) 
44417||Lindenau, #1+Bernhard#1- August von (1779-1854) 
44420||Lindner, #1+Friedrich#1- Georg #1+Ludwig#1- (Ps. George Erichson) (1772-1845) 
39197||Lips, Johann Heinrich (1758-1817) 
44422||Lisiewska (Liszewska), #1+Friederike#1- Julie (von) (1772-1856) 
51920||brf-
44424||Lobkowitz, Franz #1+Joseph#1- Maximilian Ferdinand Fürst von (1772-1816) 
44426||Lobstein, Jacques (Jean) Frédéric #1+Daniel#1- (1777-um 1848) 
50148||John Gibson ^%^%Lockhart
39215||Loder, Justus Christian (seit 1809:) von (1753-1832) 
39230||brf-
49801||brf-
39263||Lorsbach, Georg Wilhelm (1752-1816) 
44457||Luck, Johann Georg #1+Lebrecht#1- von (1751-1814) 
39285||Ludecus, Johann August (1741-1801) 
44461||Ludecus, Johann Christian #1+Ludwig#1- (1771-1827) 
39287||Luden, Heinrich (1778-1847) 
39293||Ludwig, Christian Friedrich (1757-1823) 
51318||Lützerode, #1+Karl#1- August von (1794-1864) 
39305||Lützow, #1+Leopold#1- Heinrich Wichard von (1786-1844) 
44474||Macco, Alexander (Friedrich Alexander, Johann Alexander) (1767-1849) 
44475||Macdonald (Mac Donald), Jacques Etienne Joseph #1+Alexandre#1-, (seit 1809:) Duc de Tarente (1765-1840) 
61708||brf-
52120||William ^%^%Maginn
50394||Mailand, "L'Eco. Giornale di scienze, lettere, arti, commercio e teatri"; 
44481||Majer (Maier), Georg Gottlob #1+Friedrich#1- (1772-1818) 
39360||Malcolmi (Malkolmy), Karl Friedrich (1745-1819) 
44490||Mannlich, Johann #1+Christian#1- von (1741-1822) 
39403||Marcus (Markus), Adalbert Friedrich (bis 1781: Israel) (1753-1816) 
39404||Maret, Hugues Bernard, seit 1809 Duc de Bassano (1763-1839) 
44497||Marschall von Bieberstein, #1+Ernst#1- Franz Ludwig (1770-1834) 
51349||Marstaller, Philipp Jakob (1769-1841) 
47069||W. ^%^%Martens
39438||Martin, Gustav Wilhelm #1+Adolf#1- (1801-1831) 
49704||Martius, #1+Karl#1- Friedrich Philipp (seit 1820:) von (1794-1868) 
49703||Martius, #1+Theodor#1- Wilhelm Christian (1796-1863) 
39452||Marum, Martin(us) van (1750-1837) 
44505||Marx, Karl #1+Michael#1- (1794-1864) 
44510||Matthaei (Mattei), #1+Karl#1- Johann Konrad Michael (vorher: Samson Geithel) (1744-1830) 
39471||Matthisson, Friedrich (seit 1809:) von (1761-1831) 
44513||Maurer, Christian #1+Gottlieb#1- (1765-1828) 
4333||brf-
39496||Mebus, Helene (erw. 1798-1814) 
44523||Mecklenburg-Schwerin, #1+Karoline#1- Luise Erbgroßherzogin von, geb. Prinzessin von Sachsen-Weimar und Eisenach (1786-1816) 
44526||Mecklenburg-Strelitz, #1+Georg#1- Friedrich Karl Joseph Großherzog von (1779-1860) 
44536||Melber, Johann #1+Georg#1- David (1773-1824) 
51015||Jacquette ^%^%Melber
39535||Heinrich ^%^%Melchior
44538||Charles ^%^%Mellish
44543||Mendelssohn Bartholdy (bis 1812: Mendelssohn), Felizia Pauline #1+Lea#1-, geb. Salomon (1777/78-1842) 
39563||Menken, Johann Heinrich (1766-1839) 
39571||Merck, Johann Heinrich (1741-1791) 
39578||Merian, #1+Andreas#1- Adolf, (seit 1813:) M. von Falkach (1772-1828) 
39586||brf-
47079||brf-
44551||Metternich (M.-Winneburg), #1+Klemens#1- Wenzel Nepomuk Lothar Graf, (seit 1813:) Fürst von (1773-1859) 
39620||Friedrich Lebrecht ^%^%Meyer
39635||Meyer, Johann Friedrich (seit 1789:) von (1772-1849) 
39639||Meyer, Karl Viktor (1811-1830) 
39641||Meyer, Nikolaus (1775-1855) 
44575||Meyer, #1+Sophie#1- Dorothea Elisabeth, geb. Meyer (1789-? 1872) 
21199||Meyr, Melchior (1810-1871) 
39688||Miltitz, Alexander von (1785-1843) 
51401||George ^%^%Moir
39729||Moller, #1+Georg#1- Adolf Hermann (1784-1852) 
44591||Moltke (eigentl. Molcke, Molke), #1+Karl#1- Melchior Jakob (1783-1831) 
39754||brf-
44599||Morgenstern, Johann Simon #1+Karl#1- (? von) (1770-1852) 
44602||Moser, #1+Friedrich#1- #1+Karl#1- Ludwig, (seit 1763:) M. von Filseck (1723-1798) 
51407||Motte, #1+Charles#1- Etienne Pierre (1785-1836) 
44606||Motz, #1+Philipp#1- Wilhelm (seit 1780:) von (1766-1846) 
39796||Mounier, Jean Joseph (1758-1806) 
44611||Müffling (M. genannt Weiß), Philipp Friedrich #1+Karl#1- Ferdinand von (1775-1851) 
51370||brf-
47086||A. ^%^%Müller
44613||Müller, #1+Adam#1- Heinrich, (seit 1826:) M. von Nitterdorf (1779-1829) 
39807||Müller, August Eberhard (1767-1817) 
39820||Müller, Ernst (? 1793-1866) 
39808||Müller, J. C., Bury & Jünger (auch: Bury, Müller & Jünger und Bury & Co.) 
47089||brf-
39845||Müller, Johannes, (seit 1791:) M. von Sylvelden (1752-1809) 
44625||Müller, Johannes #1+Friedrich#1- (genannt Maler M.) (1749-1825) 
44626||Müller, #1+Johannes#1- Peter (1801-1858) 
67543||brf-
44638||Müllner, Amandus Gottfried #1+Adolf#1- (Ps. Modestin) (1774-1829) 
51397||Münch-Bellinghausen, Eduard #1+Joachim#1- (seit 1831:) Graf von (1786-1866) 
50812||Münchhausen, #1+Ernst#1- Friedemann von (1791-1869) 
50811||Münchhausen (M.-Steinburg), Wilhelmine von (1800-1881) 
44646||Münter, #1+Friedrich#1- Christian Karl Heinrich (1761-1830) 
50135||Murray, John d. J. (1808-1892) 
39911||Nahl, Johann August d. J. (1752-1825) 
47096||Ernst Moritz ^%^%Nauen
44660||Naumann, #1+Karl#1- Friedrich (1797-1873) 
44662||Nauwerck, #1+Ludwig#1- Gottlieb Karl (1772-1855) 
44669||Nehrlich, Johannes #1+Karl#1- (1773-1849) 
39956||Neuenhahn, Karl Christian Adolf d. J. (1745-1807) 
51386||Neureuther, #1+Eugen#1- Napoleon (1806-1882) 
39967||Samuel Günther Christoph ^%^%Neuße
44677||Nicolovius, #1+Alfred#1- Berthold Georg (1806-1890) 
39979||Niebuhr, Barthold Georg (1776-1831) 
51463||Niemcewicz, Julian Ursyn (1758-1841) 
39984||Niemeyer, August Hermann (1754-1828) 
39990||Niethammer, Friedrich Immanuel (1766-1848) 
44704||Noeggerath, Johann #1+Jakob#1- (1788-1877) 
51447||Nowak (Novak), #1+Domitianus#1- Xaverius (Ordensname: Domitianus) (1782-1848) 
51455||Nürnberg, Magistrat der Stadt 
40025||brf-
40032||O'Donell von Tyrconell, Christine (Titine) Gräfin, geb. Prinzessin von (de) Ligne (1788-1867) 
46490||brf-
40055||Oeser, Adam Friedrich (1717-1799) 
44718||Oeser, #1+Friederike#1- Elisabeth (1748-1829) 
44730||Fürst Ludwig zu ^%^%Oettingen
49235||Friedrich von ^%^%Oeynhausen
49322||Georg Ludwig ^%^%Ofterdinger
44731||O'Hara, #1+Anton#1- (Anthony) Maria Marcellus (1751-1823) 
49325||Olivier, #1+Ludwig#1- (Louis) Ernst (1783-nach 1850) 
44743||Oppenheim, #1+Moritz#1- Daniel (1799/1800-1882) 
40095||Ortmann (Orthmann), Christian Gottfried Theodor (1755-1815) 
40097||Orville, Jean George d' (1747-1811) 
40106||Osann, Friedrich Heinrich Gotthelf (1753-1803) 
44750||Otteny, #1+Alexander#1- Franz Joseph (Alexander Joseph Emanuel) (1773-1820) 
44751||Otterstedt, Georg Ulrich Ludwig Joachim #1+Friedrich#1- von (1769-1850) 
44753||Otto, #1+Karl#1- Jakob (Karl Iwanowitsch) von (1786-1866) 
44757||Overberg, #1+Bern(h)ard#1- Heinrich (1754-1826) 
50747||Paar, Johann Baptist Graf von (1780-1839) 
44759||Pallard, Jeanne #1+Augusta#1- Suzanne (1797-1879/80) 
40161||Palmer, Alexander (ursprüngl. Aaron Levi Wetzlar, auch: Anton Leopold Wetzlar, seit 1804: Alexander Wilhelm Ludwig Blankenstein, nannte sich von Blankenstein) (geb. um 1784) 
51479||Panckoucke, Anne #1+Ernestine#1-, geb. Désormeaux (1784-1860) 
44761||Panhuys, #1+Luise#1- Friederike Auguste van (von), geb. von Barckhaus (Barkhaus) genannt von Wiesenhütten (1763-1844) 
40169||Pape, Georg Wilhelm August (seit 1779:) von (1761-1837) 
44764||brf-
51496||Parish und Comp. 
44768||Parthey, Daniel #1+Friedrich#1- (1745-1822) 
44774||Passow, #1+Franz#1- Ludwig Karl Friedrich (1786-1833) 
40186||Pattberg, Elisabetha #1+Auguste#1-, geb. Kettner (1769-1850) 
44777||Paulus, Elisabeth Friederike #1+Karoline#1-, geb. Paulus (Ps. Eleutheria Holberg) (1767-1844) 
40205||Paulus, Heinrich Eberhard Gottlob (1761-1851) 
52078||brf-
44780||Penzel, Abraham #1+Jakob#1- (1749-1819) 
40264||Pfaff, Christoph Heinrich (1773-1852) 
47111||Michael Diederich Gottfried ^%^%Pfeiffer
44797||Pflug, Christoph #1+Gottlieb#1- 
40305||Pichler, Karoline, geb. (seit 1771:) von Greiner (1769-1843) 
44805||Piper, Georg (Johann) Christian #1+Friedrich#1- (1776-1859) 
51517||Piquot, Peter (seit ?:) von (1768-1831) 
44806||Pirch, #1+Karl#1- #1+August#1- Ludwig Wilhelm Balthasar von (1786-1826) 
40353||Planitzer, Johann Christian (1788-1863) 
51547||Plunkett, Randal (Randall) Edward, (seit 1848:) 15. Baron Dunsany (1804-1852) 
51533||Poerio (Poërio, Poèrio), Alessandro (1802-1848) 
44815||Pogwisch, #1+Henriette#1- Ottilie Ulrike von, geb. Gräfin Henckel von Donnersmarck (1776-1851) 
44818||Polex, Christoph #1+Ernst#1- (1747-1810) 
40404||Portalis, Joseph Marie (seit 1809:) Comte (1778-1858) 
40416||Potocki, Seweryn (Sewerin Ossipowitsch) Graf (1762-1829) 
51619||Prag, Gesellschaft des vaterländischen Museums in Böhmen 
40440||Preußen, Friedrich Wilhelm Kronprinz von (1795-1861) 
40444||Preußen, Friedrich Wilhelm III. König von (1770-1840) 
45051||Preußen, Maria Luise #1+Augusta#1- Katharina Prinzessin von, geb. Prinzessin von Sachsen-Weimar-Eisenach (1811-1890) 
52121||Bryan ^%^%Procter
63846||brf-
51532||Prosch, Eduard (1804-1878) 
49521||Pückler, #1+Hermann#1- Ludwig Heinrich Graf von, (seit 1822:) Fürst von P. Muskau (1785-1871) 
51529||Pulvermacher, Christian Leopold Julius (1797-1866) 
40466||Purgstall, Gottfried Wenzel (Wenzel Johann Gottfried) Graf von (1772/73-1812) 
51530||Purkinje (Purkynje), Jan (Johannes) Evangelista (seit 1869:) von (1787-1869) 
40478||Quandt, Johann Gottlob (seit 1820:) von (1787-1859) 
46569||Quarles van Ufford, Jean Jacques (Jacob Jan) (1788-1855) 
58276||Quetelet, Lambert #1+Adolphe#1- Jacques (1796-1874) 
40499||Racknitz, Joseph Friedrich von (1744-1818) 
40500||Radl, Anton (1774-1852) 
40501||Radlof, Johann Gottlieb (1775-? 1846) 
51538||Radowitz, #1+Joseph#1- #1+Maria#1- Ernst Christian Wilhelm von (1797-1853) 
44864||Karl ^%^%Rättig
44866||Rambach, #1+Friedrich#1- Eberhard (1767-1826) 
44868||Rapp, Gottlob #1+Heinrich#1- (seit 1821:) von (1761-1832) 
52081||brf-
44878||Rauch, #1+Christian#1- Daniel (1777-1857) 
44879||Raumer, #1+Friedrich#1- Ludwig Georg von (1781-1873) 
51543||Read, David Charles (1790-1851) 
51544||Reade, John #1+Edmund#1- (1800-1870) 
44885||Recke, Charlotte Elisabeth (#1+Elisa#1-) Konstantia von der, geb. (Gräfin) von Medem (1754-1833) 
44886||Reden, Johanne Karoline #1+Friederike#1- Gräfin von, geb. von Riedesel zu Eisenbach (1774-1854) 
44893||Regis, Johann #1+Gottlob#1- d. J. (1791-1854) 
40563||Rehfues, Philipp Joseph (seit 1825:) von (1779-1843) 
40567||Reichard, Heinrich August Ottokar (1751-1828) 
40574||Reichardt, Johann August (1741-1808) 
40575||Reichardt, Johann Friedrich (1752-1814) 
40581||Reichel, Wilhelm (1783-1849) 
40585||Reiffenstein, Johann Friedrich (1719-1793) 
40587||Reil, Johann Christian (1759-1813) 
44899||Reimann, #1+Immanuel#1- Gottlieb (1766-1847) 
51573||Reinhardt (Reinhard), Karl Gottlieb (um 1785-um 1850) 
52137||brf-
44922||Remde, #1+Johann#1- Heinrich #1+Christian#1- (1779-1850) 
52115||brf-
40657||Retzer, Joseph Friedrich von (1754-1824) 
40661||Reuß, Franz Ambrosius (1761-1830) 
40664||Reuß (R.-Greiz, Reuß ä. L.), Heinrich XIII. Fürst von (1747-1817) 
40665||Reuß (R.-Greiz, Reuß ä. L.), Heinrich XIV. Prinz von (1749-1799) 
40662||Reuß, Jeremias David (seit 1829/32:) von (1750-1837) 
44931||Reutern, #1+Gerhard#1- Wilhelm von (1794-1865) 
46595||brf-
44935||Richter, #1+Georg#1- #1+Karl#1- Alexander (seit 1804) von (1760-1806) 
51630||Richter, Gustav Friedrich (1805-1847) 
40696||Richter, Johann Paul Friedrich (genannt Jean Paul) (1763-1825) 
61720||brf-
44938||Ridel (Riedel), Kornelius Johann Rudolf (1759-1821) 
40711||brf-
44943||Riemer, #1+Karoline#1- Wilhelmina Henrietta Johanna, geb. Ulrich (1790-1855) 
40717||Riepenhausen, Johannes (bis 1803/04: Christian) (1787-1860) 
40718||Riese, Johann Jakob (1746-1827) 
51633||Riese, Johann Karl Friedrich (1759-1834) 
51642||Rinald, Joseph 
40739||Risler, Johann & Co. 
40744||Ritter, Johann Wilhelm (1776-1810) 
40747||Rittner, Johann #1+Heinrich#1- (1764/65-1835) 
51882||brf-
40768||Rode, August (seit 1803:) von (1751-1837) 
62128||brf-
51720||Röhling, Franz #1+Friedrich#1- (1796-1846) 
40787||Roese, Christian Friedrich (1744-1806) 
64283||Samuel ^%^%Rogers
40793||Rohden, Johann Martin von (1778-1868) 
50575||Deutsches Archäologisches Institut ^%^%Rom
40839||Rost, Karl Christian Heinrich (1742-1798) 
40841||Rostock, Engerer Ausschuß der Stände der Herzogtümer Mecklenburg in (Landräte und Deputierte von Ritter- und Landschaft der Herzogtümer Mecklenburg zum Engern Ausschuß) 
51650||Rothe, Friedrich #1+Wilhelm#1- (1805-1843) 
62112||brf-
44994||Rühle von Lilienstern, Johann Jakob #1+Otto#1- #1+August#1- (1780-1847) 
40883||Rühlmann (Rühlemann), Johann August Bernhard (1759-1834) 
40897||Rullmann, Ludwig (1765-1822) 
45006||Runge, Johann #1+Daniel#1- (1767-1856) 
45011||Runge, Philipp #1+Otto#1- (1777-1810) 
40913||Rungenhagen, Karl Friedrich (1778-1851) 
45026||Sachsen-Coburg-Saalfeld, #1+Ernst#1- III. Anton Karl Ludwig Herzog von (1784-1844) 
45027||Sachsen-Coburg-Saalfeld, #1+Franz#1- Friedrich Anton Herzog von (1750-1806) 
40949||Sachsen-Gotha und Altenburg, August Prinz von (1747-1806) 
40952||Sachsen-Gotha und Altenburg, Ernst II. Ludwig Herzog von (1745-1804) 
40953||Sachsen-Gotha und Altenburg, Friedrich Prinz von (1774-1825) 
45034||Sachsen-Gotha und Altenburg, Maria #1+Charlotte#1- Amalie Ernestine Wilhelmine Henriette Philippine Herzogin von, geb. Prinzessin von Sachsen-Meiningen (1751-1827) 
45039||Sachsen-Meiningen, #1+Bernhard#1- II. Erich Freund Herzog von (1800-1882) 
40959||Sachsen-Weimar und Eisenach, Anna Amalia Herzogin von, geb. Prinzessin von Braunschweig-Wolfenbüttel (1739-1807) 
45043||Sachsen-Weimar und Eisenach, Friedrich Ferdinand #1+Konstantin#1- Prinz von (1758-1793) 
45045||Sachsen-Weimar-Eisenach, Karl #1+Bernhard#1- Herzog von (1792-1862) 
40971||Sack, Johann August (1764-1831) 
47141||Saeltzer, Johann #1+Bernhard#1- (erw. 1804-1820) 
47282||Saeltzer, #1+Johann#1- #1+Friedrich#1- Gottfried (1771-1846) 
45053||Saint-Aignan, #1+Nicolas#1- Auguste #1+Marie#1- (Etienne) Rousseau de (1770-1858) 
40995||Salis-Marschlins, Ulysses von (1728-1800) 
45058||Salm-Reifferscheidt, #1+Hugo#1- Franz Altgraf zu (1776-1836) 
52114||brf-
60613||Salom, Michele (Michiel S.; Michel di Abram S.; seit 1801: Michelangelo Arcontini (1751-1837) 
41016||Sander, Johann Daniel (1759-1825) 
45063||Sander, Sophia (#1+Sophie#1-) Friederika Henriette, geb. Diederichs (1768-1828) 
47144||brf-
45070||Sartorius, #1+Karoline#1- Dorothee, (seit 1827:) S. von Waltershausen, geb. von Voigt (1779-1830) 
50458||Sauerländer, Heinrich Remigius (1776-1847) 
54414||Saurau, #1+Franz#1- Joseph Graf von (1760-1832) 
45072||Savigny, Friedrich #1+Karl#1- von (1779-1861) 
45080||Schadow, Johann #1+Gottfried#1- (1764-1850) 
45084||Schaeffer, #1+Karl#1- Friedrich (1779-1837) 
45087||Schall (Shall), #1+Karl#1- Heinrich (Christian Heinrich S., Charles Hildon Shall) (um 1764-1806) 
45090||Schardt, Friederike #1+Sophie#1- Eleonore von, geb. von Bernstorff (1755-1819) 
41082||brf-
61811||brf-
45110||Schelling, Angelika Amalie #1+Pauline#1- von, geb. Gotter (1786-1854) 
41108||Schelling, Friedrich Wilhelm Joseph (seit 1808:) von (1775-1854) 
41160||brf-
41132||brf-
64144||brf-
62113||brf-
45122||Schiller, Johann Christoph #1+Friedrich#1- (seit 1802:) von (1759-1805) 
45124||Schiller, #1+Karl#1- Friedrich Ludwig (seit 1802:) von (1793-1857) 
47149||brf-
